# binary black hole Inspiral Simulation
# m1_solar=36.0
# m2_solar=29.0
# r_horizon_1_m=106320.21775440763
# r_horizon_2_m=85646.84207993947
# distance_mpc=410.0
# pn_order=2.5
# eccentricity=0.5
t_sec,bh1_x_m,bh1_y_m,bh1_z_m,bh2_x_m,bh2_y_m,bh2_z_m,separation_m,velocity_m_s,f_gw_hz,phase_rad,h_plus,h_cross
3.5860679657e-01,-9.3835971731e+04,1.9011118074e+06,0.0000000000e+00,1.1648603387e+05,-2.3600008643e+06,-0.0000000000e+00,4.2663001004e+06,3.3816471425e+07,3.3549966202e+00,7.9033000800e+00,-1.6788896114e-22,-1.6613960695e-23
3.5879079185e-01,-9.6609219430e+04,1.9012275517e+06,0.0000000000e+00,1.1992868619e+05,-2.3601445470e+06,-0.0000000000e+00,4.2668701443e+06,3.3808254792e+07,3.3543243131e+00,7.9047520939e+00,-1.6781758284e-22,-1.7099159461e-23
3.5897478713e-01,-9.9382106123e+04,1.9013356346e+06,0.0000000000e+00,1.2337089036e+05,-2.3602787188e+06,-0.0000000000e+00,4.2674319906e+06,3.3800156252e+07,3.3536618938e+00,7.9062037376e+00,-1.6774514378e-22,-1.7583993969e-23
3.5915878241e-01,-1.0215462036e+05,1.9014360585e+06,0.0000000000e+00,1.2681263217e+05,-2.3604033830e+06,-0.0000000000e+00,4.2679856405e+06,3.3792175787e+07,3.3530093514e+00,7.9076550164e+00,-1.6767164522e-22,-1.8068465001e-23
3.5934277768e-01,-1.0492675070e+05,1.9015288260e+06,0.0000000000e+00,1.3025389742e+05,-2.3605185426e+06,-0.0000000000e+00,4.2685310950e+06,3.3784313381e+07,3.3523666752e+00,7.9091059360e+00,-1.6759708843e-22,-1.8552573338e-23
3.5952677296e-01,-1.0769848572e+05,1.9016139395e+06,0.0000000000e+00,1.3369467193e+05,-2.3606242007e+06,-0.0000000000e+00,4.2690683550e+06,3.3776569016e+07,3.3517338548e+00,7.9105565017e+00,-1.6752147461e-22,-1.9036319760e-23
3.5971076824e-01,-1.1046981399e+05,1.9016914014e+06,0.0000000000e+00,1.3713494150e+05,-2.3607203604e+06,-0.0000000000e+00,4.2695974216e+06,3.3768942677e+07,3.3511108797e+00,7.9120067191e+00,-1.6744480497e-22,-1.9519705042e-23
3.5989476352e-01,-1.1324072409e+05,1.9017612144e+06,0.0000000000e+00,1.4057469197e+05,-2.3608070247e+06,-0.0000000000e+00,4.2701182956e+06,3.3761434347e+07,3.3504977397e+00,7.9134565937e+00,-1.6736708070e-22,-2.0002729960e-23
3.6007875879e-01,-1.1601120462e+05,1.9018233807e+06,0.0000000000e+00,1.4401390918e+05,-2.3608841967e+06,-0.0000000000e+00,4.2706309780e+06,3.3754044010e+07,3.3498944249e+00,7.9149061308e+00,-1.6728830295e-22,-2.0485395286e-23
3.6026275407e-01,-1.1878124417e+05,1.9018779029e+06,0.0000000000e+00,1.4745257897e+05,-2.3609518794e+06,-0.0000000000e+00,4.2711354698e+06,3.3746771651e+07,3.3493009255e+00,7.9163553360e+00,-1.6720847285e-22,-2.0967701788e-23
3.6044674935e-01,-1.2155083136e+05,1.9019247833e+06,0.0000000000e+00,1.5089068720e+05,-2.3610100759e+06,-0.0000000000e+00,4.2716317719e+06,3.3739617255e+07,3.3487172316e+00,7.9178042147e+00,-1.6712759152e-22,-2.1449650234e-23
3.6063074463e-01,-1.2431995479e+05,1.9019640245e+06,0.0000000000e+00,1.5432821974e+05,-2.3610587890e+06,-0.0000000000e+00,4.2721198852e+06,3.3732580806e+07,3.3481433339e+00,7.9192527723e+00,-1.6704566006e-22,-2.1931241389e-23
3.6081473991e-01,-1.2708860310e+05,1.9019956287e+06,0.0000000000e+00,1.5776516247e+05,-2.3610980219e+06,-0.0000000000e+00,4.2725998106e+06,3.3725662291e+07,3.3475792229e+00,7.9207010144e+00,-1.6696267952e-22,-2.2412476015e-23
3.6099873518e-01,-1.2985676490e+05,1.9020195984e+06,0.0000000000e+00,1.6120150126e+05,-2.3611277774e+06,-0.0000000000e+00,4.2730715489e+06,3.3718861694e+07,3.3470248894e+00,7.9221489462e+00,-1.6687865096e-22,-2.2893354871e-23
3.6118273046e-01,-1.3262442884e+05,1.9020359360e+06,0.0000000000e+00,1.6463722201e+05,-2.3611480585e+06,-0.0000000000e+00,4.2735351010e+06,3.3712179001e+07,3.3464803244e+00,7.9235965733e+00,-1.6679357541e-22,-2.3373878714e-23
3.6136672574e-01,-1.3539158355e+05,1.9020446438e+06,0.0000000000e+00,1.6807231061e+05,-2.3611588681e+06,-0.0000000000e+00,4.2739904678e+06,3.3705614200e+07,3.3459455190e+00,7.9250439011e+00,-1.6670745387e-22,-2.3854048298e-23
3.6155072102e-01,-1.3815821768e+05,1.9020457241e+06,0.0000000000e+00,1.7150675298e+05,-2.3611602092e+06,-0.0000000000e+00,4.2744376501e+06,3.3699167275e+07,3.3454204645e+00,7.9264909350e+00,-1.6662028733e-22,-2.4333864373e-23
3.6173471630e-01,-1.4092431989e+05,1.9020391794e+06,0.0000000000e+00,1.7494053504e+05,-2.3611520847e+06,-0.0000000000e+00,4.2748766486e+06,3.3692838214e+07,3.3449051525e+00,7.9279376804e+00,-1.6653207674e-22,-2.4813327687e-23
3.6191871157e-01,-1.4368987884e+05,1.9020250119e+06,0.0000000000e+00,1.7837364270e+05,-2.3611344975e+06,-0.0000000000e+00,4.2753074643e+06,3.3686627005e+07,3.3443995744e+00,7.9293841427e+00,-1.6644282304e-22,-2.5292438987e-23
3.6210270685e-01,-1.4645488319e+05,1.9020032239e+06,0.0000000000e+00,1.8180606189e+05,-2.3611074504e+06,-0.0000000000e+00,4.2757300978e+06,3.3680533633e+07,3.3439037221e+00,7.9308303272e+00,-1.6635252716e-22,-2.5771199014e-23
3.6228670213e-01,-1.4921932162e+05,1.9019738178e+06,0.0000000000e+00,1.8523777856e+05,-2.3610709462e+06,-0.0000000000e+00,4.2761445499e+06,3.3674558087e+07,3.3434175875e+00,7.9322762395e+00,-1.6626118998e-22,-2.6249608507e-23
3.6247069741e-01,-1.5198318280e+05,1.9019367958e+06,0.0000000000e+00,1.8866877865e+05,-2.3610249879e+06,-0.0000000000e+00,4.2765508215e+06,3.3668700355e+07,3.3429411627e+00,7.9337218849e+00,-1.6616881240e-22,-2.6727668202e-23
3.6265469269e-01,-1.5474645542e+05,1.9018921603e+06,0.0000000000e+00,1.9209904811e+05,-2.3609695783e+06,-0.0000000000e+00,4.2769489132e+06,3.3662960424e+07,3.3424744400e+00,7.9351672688e+00,-1.6607539525e-22,-2.7205378832e-23
3.6283868796e-01,-1.5750912817e+05,1.9018399135e+06,0.0000000000e+00,1.9552857290e+05,-2.3609047202e+06,-0.0000000000e+00,4.2773388257e+06,3.3657338283e+07,3.3420174118e+00,7.9366123966e+00,-1.6598093938e-22,-2.7682741127e-23
3.6302268324e-01,-1.6027118974e+05,1.9017800576e+06,0.0000000000e+00,1.9895733898e+05,-2.3608304163e+06,-0.0000000000e+00,4.2777205598e+06,3.3651833921e+07,3.3415700707e+00,7.9380572735e+00,-1.6588544559e-22,-2.8159755812e-23
3.6320667852e-01,-1.6303262883e+05,1.9017125949e+06,0.0000000000e+00,2.0238533234e+05,-2.3607466695e+06,-0.0000000000e+00,4.2780941162e+06,3.3646447326e+07,3.3411324094e+00,7.9395019051e+00,-1.6578891467e-22,-2.8636423612e-23
3.6339067380e-01,-1.6579343414e+05,1.9016375276e+06,0.0000000000e+00,2.0581253893e+05,-2.3606534825e+06,-0.0000000000e+00,4.2784594955e+06,3.3641178488e+07,3.3407044208e+00,7.9409462967e+00,-1.6569134741e-22,-2.9112745244e-23
3.6357466907e-01,-1.6855359439e+05,1.9015548580e+06,0.0000000000e+00,2.0923894476e+05,-2.3605508582e+06,-0.0000000000e+00,4.2788166984e+06,3.3636027396e+07,3.3402860980e+00,7.9423904536e+00,-1.6559274453e-22,-2.9588721425e-23
3.6375866435e-01,-1.7131309829e+05,1.9014645882e+06,0.0000000000e+00,2.1266453581e+05,-2.3604387991e+06,-0.0000000000e+00,4.2791657255e+06,3.3630994040e+07,3.3398774342e+00,7.9438343812e+00,-1.6549310678e-22,-3.0064352869e-23
3.6394265963e-01,-1.7407193456e+05,1.9013667205e+06,0.0000000000e+00,2.1608929807e+05,-2.3603173082e+06,-0.0000000000e+00,4.2795065776e+06,3.3626078409e+07,3.3394784227e+00,7.9452780848e+00,-1.6539243486e-22,-3.0539640282e-23
3.6412665491e-01,-1.7683009191e+05,1.9012612570e+06,0.0000000000e+00,2.1951321755e+05,-2.3601863880e+06,-0.0000000000e+00,4.2798392551e+06,3.3621280494e+07,3.3390890572e+00,7.9467215699e+00,-1.6529072945e-22,-3.1014584372e-23
3.6431065019e-01,-1.7958755909e+05,1.9011481999e+06,0.0000000000e+00,2.2293628025e+05,-2.3600460412e+06,-0.0000000000e+00,4.2801637588e+06,3.3616600286e+07,3.3387093313e+00,7.9481648416e+00,-1.6518799122e-22,-3.1489185839e-23
3.6449464546e-01,-1.8234432481e+05,1.9010275514e+06,0.0000000000e+00,2.2635847218e+05,-2.3598962707e+06,-0.0000000000e+00,4.2804800891e+06,3.3612037774e+07,3.3383392388e+00,7.9496079055e+00,-1.6508422081e-22,-3.1963445381e-23
3.6467864074e-01,-1.8510037782e+05,1.9008993136e+06,0.0000000000e+00,2.2977977936e+05,-2.3597370789e+06,-0.0000000000e+00,4.2807882468e+06,3.3607592950e+07,3.3379787738e+00,7.9510507668e+00,-1.6497941885e-22,-3.2437363692e-23
3.6486263602e-01,-1.8785570684e+05,1.9007634886e+06,0.0000000000e+00,2.3320018781e+05,-2.3595684686e+06,-0.0000000000e+00,4.2810882322e+06,3.3603265805e+07,3.3376279305e+00,7.9524934309e+00,-1.6487358593e-22,-3.2910941463e-23
3.6504663130e-01,-1.9061030064e+05,1.9006200786e+06,0.0000000000e+00,2.3661968355e+05,-2.3593904424e+06,-0.0000000000e+00,4.2813800460e+06,3.3599056331e+07,3.3372867031e+00,7.9539359031e+00,-1.6476672264e-22,-3.3384179378e-23
3.6523062658e-01,-1.9336414795e+05,1.9004690857e+06,0.0000000000e+00,2.4003825262e+05,-2.3592030030e+06,-0.0000000000e+00,4.2816636888e+06,3.3594964519e+07,3.3369550862e+00,7.9553781886e+00,-1.6465882955e-22,-3.3857078122e-23
3.6541462185e-01,-1.9611723751e+05,1.9003105120e+06,0.0000000000e+00,2.4345588105e+05,-2.3590061528e+06,-0.0000000000e+00,4.2819391609e+06,3.3590990360e+07,3.3366330743e+00,7.9568202929e+00,-1.6454990718e-22,-3.4329638371e-23
3.6559861713e-01,-1.9886955810e+05,1.9001443596e+06,0.0000000000e+00,2.4687255488e+05,-2.3587998946e+06,-0.0000000000e+00,4.2822064630e+06,3.3587133848e+07,3.3363206624e+00,7.9582622213e+00,-1.6443995607e-22,-3.4801860800e-23
3.6578261241e-01,-2.0162109845e+05,1.8999706305e+06,0.0000000000e+00,2.5028826014e+05,-2.3585842310e+06,-0.0000000000e+00,4.2824655955e+06,3.3583394975e+07,3.3360178452e+00,7.9597039791e+00,-1.6432897670e-22,-3.5273746078e-23
3.6596660769e-01,-2.0437184733e+05,1.8997893269e+06,0.0000000000e+00,2.5370298289e+05,-2.3583591644e+06,-0.0000000000e+00,4.2827165588e+06,3.3579773733e+07,3.3357246180e+00,7.9611455715e+00,-1.6421696957e-22,-3.5745294871e-23
3.6615060296e-01,-2.0712179350e+05,1.8996004507e+06,0.0000000000e+00,2.5711670917e+05,-2.3581246974e+06,-0.0000000000e+00,4.2829593535e+06,3.3576270115e+07,3.3354409761e+00,7.9625870040e+00,-1.6410393512e-22,-3.6216507841e-23
3.6633459824e-01,-2.0987092573e+05,1.8994040040e+06,0.0000000000e+00,2.6052942504e+05,-2.3578808326e+06,-0.0000000000e+00,4.2831939800e+06,3.3572884114e+07,3.3351669147e+00,7.9640282818e+00,-1.6398987380e-22,-3.6687385645e-23
3.6651859352e-01,-2.1261923277e+05,1.8991999889e+06,0.0000000000e+00,2.6394111654e+05,-2.3576275725e+06,-0.0000000000e+00,4.2834204386e+06,3.3569615725e+07,3.3349024295e+00,7.9654694102e+00,-1.6387478602e-22,-3.7157928935e-23
3.6670258880e-01,-2.1536670341e+05,1.8989884074e+06,0.0000000000e+00,2.6735176975e+05,-2.3573649196e+06,-0.0000000000e+00,4.2836387299e+06,3.3566464939e+07,3.3346475163e+00,7.9669103945e+00,-1.6375867217e-22,-3.7628138360e-23
3.6688658408e-01,-2.1811332641e+05,1.8987692615e+06,0.0000000000e+00,2.7076137071e+05,-2.3570928763e+06,-0.0000000000e+00,4.2838488542e+06,3.3563431752e+07,3.3344021709e+00,7.9683512400e+00,-1.6364153265e-22,-3.8098014563e-23
3.6707057935e-01,-2.2085909054e+05,1.8985425531e+06,0.0000000000e+00,2.7416990550e+05,-2.3568114452e+06,-0.0000000000e+00,4.2840508118e+06,3.3560516157e+07,3.3341663894e+00,7.9697919521e+00,-1.6352336780e-22,-3.8567558183e-23
3.6725457463e-01,-2.2360398459e+05,1.8983082843e+06,0.0000000000e+00,2.7757736018e+05,-2.3565206288e+06,-0.0000000000e+00,4.2842446032e+06,3.3557718149e+07,3.3339401679e+00,7.9712325359e+00,-1.6340417796e-22,-3.9036769856e-23
3.6743856991e-01,-2.2634799732e+05,1.8980664570e+06,0.0000000000e+00,2.8098372081e+05,-2.3562204294e+06,-0.0000000000e+00,4.2844302287e+06,3.3555037722e+07,3.3337235028e+00,7.9726729969e+00,-1.6328396344e-22,-3.9505650210e-23
3.6762256519e-01,-2.2909111752e+05,1.8978170733e+06,0.0000000000e+00,2.8438897347e+05,-2.3559108496e+06,-0.0000000000e+00,4.2846076886e+06,3.3552474870e+07,3.3335163907e+00,7.9741133403e+00,-1.6316272455e-22,-3.9974199871e-23
3.6780656047e-01,-2.3183333396e+05,1.8975601349e+06,0.0000000000e+00,2.8779310423e+05,-2.3555918916e+06,-0.0000000000e+00,4.2847769833e+06,3.3550029590e+07,3.3333188281e+00,7.9755535713e+00,-1.6304046155e-22,-4.0442419460e-23
3.6799055574e-01,-2.3457463544e+05,1.8972956440e+06,0.0000000000e+00,2.9119609916e+05,-2.3552635581e+06,-0.0000000000e+00,4.2849381130e+06,3.3547701877e+07,3.3331308120e+00,7.9769936954e+00,-1.6291717471e-22,-4.0910309591e-23
3.6817455102e-01,-2.3731501072e+05,1.8970236024e+06,0.0000000000e+00,2.9459794434e+05,-2.3549258512e+06,-0.0000000000e+00,4.2850910781e+06,3.3545491725e+07,3.3329523392e+00,7.9784337176e+00,-1.6279286425e-22,-4.1377870876e-23
3.6835854630e-01,-2.4005444860e+05,1.8967440120e+06,0.0000000000e+00,2.9799862585e+05,-2.3545787735e+06,-0.0000000000e+00,4.2852358788e+06,3.3543399130e+07,3.3327834069e+00,7.9798736434e+00,-1.6266753040e-22,-4.1845103921e-23
3.6854254158e-01,-2.4279293786e+05,1.8964568747e+06,0.0000000000e+00,3.0139812975e+05,-2.3542223272e+06,-0.0000000000e+00,4.2853725154e+06,3.3541424089e+07,3.3326240124e+00,7.9813134781e+00,-1.6254117336e-22,-4.2312009325e-23
3.6872653685e-01,-2.4553046728e+05,1.8961621925e+06,0.0000000000e+00,3.0479644214e+05,-2.3538565148e+06,-0.0000000000e+00,4.2855009882e+06,3.3539566598e+07,3.3324741531e+00,7.9827532268e+00,-1.6241379328e-22,-4.2778587684e-23
3.6891053213e-01,-2.4826702565e+05,1.8958599672e+06,0.0000000000e+00,3.0819354908e+05,-2.3534813386e+06,-0.0000000000e+00,4.2856212973e+06,3.3537826653e+07,3.3323338266e+00,7.9841928949e+00,-1.6228539034e-22,-4.3244839589e-23
3.6909452741e-01,-2.5100260176e+05,1.8955502006e+06,0.0000000000e+00,3.1158943667e+05,-2.3530968008e+06,-0.0000000000e+00,4.2857334430e+06,3.3536204251e+07,3.3322030306e+00,7.9856324877e+00,-1.6215596467e-22,-4.3710765626e-23
3.6927852269e-01,-2.5373718440e+05,1.8952328947e+06,0.0000000000e+00,3.1498409098e+05,-2.3527029038e+06,-0.0000000000e+00,4.2858374255e+06,3.3534699389e+07,3.3320817630e+00,7.9870720104e+00,-1.6202551638e-22,-4.4176366374e-23
3.6946251797e-01,-2.5647076235e+05,1.8949080513e+06,0.0000000000e+00,3.1837749809e+05,-2.3522996499e+06,-0.0000000000e+00,4.2859332449e+06,3.3533312063e+07,3.3319700220e+00,7.9885114682e+00,-1.6189404557e-22,-4.4641642407e-23
3.6964651324e-01,-2.5920332439e+05,1.8945756722e+06,0.0000000000e+00,3.2176964408e+05,-2.3518870414e+06,-0.0000000000e+00,4.2860209015e+06,3.3532042272e+07,3.3318678056e+00,7.9899508666e+00,-1.6176155232e-22,-4.5106594296e-23
3.6983050852e-01,-2.6193485933e+05,1.8942357593e+06,0.0000000000e+00,3.2516051503e+05,-2.3514650805e+06,-0.0000000000e+00,4.2861003955e+06,3.3530890012e+07,3.3317751122e+00,7.9913902107e+00,-1.6162803667e-22,-4.5571222604e-23
3.7001450380e-01,-2.6466535594e+05,1.8938883143e+06,0.0000000000e+00,3.2855009702e+05,-2.3510337695e+06,-0.0000000000e+00,4.2861717268e+06,3.3529855282e+07,3.3316919404e+00,7.9928295058e+00,-1.6149349868e-22,-4.6035527889e-23
3.7019849908e-01,-2.6739480300e+05,1.8935333391e+06,0.0000000000e+00,3.3193837614e+05,-2.3505931107e+06,-0.0000000000e+00,4.2862348957e+06,3.3528938079e+07,3.3316182889e+00,7.9942687571e+00,-1.6135793835e-22,-4.6499510705e-23
3.7038249436e-01,-2.7012318932e+05,1.8931708355e+06,0.0000000000e+00,3.3532533846e+05,-2.3501431061e+06,-0.0000000000e+00,4.2862899024e+06,3.3528138402e+07,3.3315541563e+00,7.9957079701e+00,-1.6122135569e-22,-4.6963171599e-23
3.7056648963e-01,-2.7285050366e+05,1.8928008052e+06,0.0000000000e+00,3.3871097006e+05,-2.3496837582e+06,-0.0000000000e+00,4.2863367468e+06,3.3527456250e+07,3.3314995418e+00,7.9971471498e+00,-1.6108375066e-22,-4.7426511113e-23
3.7075048491e-01,-2.7557673482e+05,1.8924232500e+06,0.0000000000e+00,3.4209525702e+05,-2.3492150690e+06,-0.0000000000e+00,4.2863754291e+06,3.3526891621e+07,3.3314544443e+00,7.9985863016e+00,-1.6094512323e-22,-4.7889529782e-23
3.7093448019e-01,-2.7830187159e+05,1.8920381717e+06,0.0000000000e+00,3.4547818542e+05,-2.3487370407e+06,-0.0000000000e+00,4.2864059493e+06,3.3526444513e+07,3.3314188633e+00,8.0000254308e+00,-1.6080547334e-22,-4.8352228136e-23
3.7111847547e-01,-2.8102590273e+05,1.8916455720e+06,0.0000000000e+00,3.4885974132e+05,-2.3482496756e+06,-0.0000000000e+00,4.2864283075e+06,3.3526114927e+07,3.3313927981e+00,8.0014645426e+00,-1.6066480090e-22,-4.8814606701e-23
3.7130247075e-01,-2.8374881704e+05,1.8912454526e+06,0.0000000000e+00,3.5223991081e+05,-2.3477529757e+06,-0.0000000000e+00,4.2864425037e+06,3.3525902861e+07,3.3313762483e+00,8.0029036422e+00,-1.6052310581e-22,-4.9276665995e-23
3.7148646602e-01,-2.8647060330e+05,1.8908378154e+06,0.0000000000e+00,3.5561867996e+05,-2.3472469432e+06,-0.0000000000e+00,4.2864485380e+06,3.3525808315e+07,3.3313692136e+00,8.0043427351e+00,-1.6038038796e-22,-4.9738406530e-23
3.7167046130e-01,-2.8919125028e+05,1.8904226619e+06,0.0000000000e+00,3.5899603483e+05,-2.3467315803e+06,-0.0000000000e+00,4.2864464103e+06,3.3525831290e+07,3.3313716940e+00,8.0057818263e+00,-1.6023664719e-22,-5.0199828812e-23
3.7185445658e-01,-2.9191074676e+05,1.8899999939e+06,0.0000000000e+00,3.6237196149e+05,-2.3462068890e+06,-0.0000000000e+00,4.2864361207e+06,3.3525971784e+07,3.3313836895e+00,8.0072209212e+00,-1.6009188336e-22,-5.0660933343e-23
3.7203845186e-01,-2.9462908151e+05,1.8895698131e+06,0.0000000000e+00,3.6574644601e+05,-2.3456728714e+06,-0.0000000000e+00,4.2864176691e+06,3.3526229799e+07,3.3314052002e+00,8.0086600250e+00,-1.5994609628e-22,-5.1121720616e-23
3.7222244713e-01,-2.9734624331e+05,1.8891321212e+06,0.0000000000e+00,3.6911947446e+05,-2.3451295297e+06,-0.0000000000e+00,4.2863910556e+06,3.3526605334e+07,3.3314362266e+00,8.0100991431e+00,-1.5979928575e-22,-5.1582191120e-23
3.7240644241e-01,-3.0006222094e+05,1.8886869198e+06,0.0000000000e+00,3.7249103289e+05,-2.3445768659e+06,-0.0000000000e+00,4.2863562799e+06,3.3527098391e+07,3.3314767691e+00,8.0115382806e+00,-1.5965145155e-22,-5.2042345336e-23
3.7259043769e-01,-3.0277700315e+05,1.8882342106e+06,0.0000000000e+00,3.7586110736e+05,-2.3440148821e+06,-0.0000000000e+00,4.2863133422e+06,3.3527708971e+07,3.3315268283e+00,8.0129774428e+00,-1.5950259345e-22,-5.2502183741e-23
3.7277443297e-01,-3.0549057872e+05,1.8877739952e+06,0.0000000000e+00,3.7922968393e+05,-2.3434435803e+06,-0.0000000000e+00,4.2862622422e+06,3.3528437075e+07,3.3315864052e+00,8.0144166351e+00,-1.5935271119e-22,-5.2961706803e-23
3.7295842825e-01,-3.0820293641e+05,1.8873062753e+06,0.0000000000e+00,3.8259674865e+05,-2.3428629625e+06,-0.0000000000e+00,4.2862029800e+06,3.3529282703e+07,3.3316555006e+00,8.0158558626e+00,-1.5920180448e-22,-5.3420914985e-23
3.7314242352e-01,-3.1091406498e+05,1.8868310526e+06,0.0000000000e+00,3.8596228756e+05,-2.3422730308e+06,-0.0000000000e+00,4.2861355553e+06,3.3530245859e+07,3.3317341157e+00,8.0172951307e+00,-1.5904987304e-22,-5.3879808744e-23
3.7332641880e-01,-3.1362395319e+05,1.8863483285e+06,0.0000000000e+00,3.8932628672e+05,-2.3416737872e+06,-0.0000000000e+00,4.2860599682e+06,3.3531326543e+07,3.3318222517e+00,8.0187344446e+00,-1.5889691655e-22,-5.4338388530e-23
3.7351041408e-01,-3.1633258980e+05,1.8858581048e+06,0.0000000000e+00,3.9268873217e+05,-2.3410652336e+06,-0.0000000000e+00,4.2859762183e+06,3.3532524758e+07,3.3319199100e+00,8.0201738096e+00,-1.5874293467e-22,-5.4796654784e-23
3.7369440936e-01,-3.1903996356e+05,1.8853603831e+06,0.0000000000e+00,3.9604960994e+05,-2.3404473721e+06,-0.0000000000e+00,4.2858843056e+06,3.3533840507e+07,3.3320270923e+00,8.0216132309e+00,-1.5858792705e-22,-5.5254607945e-23
3.7387840464e-01,-3.2174606322e+05,1.8848551648e+06,0.0000000000e+00,3.9940890606e+05,-2.3398202046e+06,-0.0000000000e+00,4.2857842300e+06,3.3535273791e+07,3.3321438003e+00,8.0230527138e+00,-1.5843189331e-22,-5.5712248442e-23
3.7406239991e-01,-3.2445087752e+05,1.8843424516e+06,0.0000000000e+00,4.0276660657e+05,-2.3391837330e+06,-0.0000000000e+00,4.2856759911e+06,3.3536824614e+07,3.3322700358e+00,8.0244922637e+00,-1.5827483306e-22,-5.6169576698e-23
3.7424639519e-01,-3.2715439521e+05,1.8838222450e+06,0.0000000000e+00,4.0612269750e+05,-2.3385379593e+06,-0.0000000000e+00,4.2855595889e+06,3.3538492978e+07,3.3324058009e+00,8.0259318857e+00,-1.5811674589e-22,-5.6626593128e-23
3.7443039047e-01,-3.2985660502e+05,1.8832945467e+06,0.0000000000e+00,4.0947716486e+05,-2.3378828855e+06,-0.0000000000e+00,4.2854350231e+06,3.3540278887e+07,3.3325510978e+00,8.0273715851e+00,-1.5795763136e-22,-5.7083298143e-23
3.7461438575e-01,-3.3255749570e+05,1.8827593580e+06,0.0000000000e+00,4.1282999467e+05,-2.3372185134e+06,-0.0000000000e+00,4.2853022934e+06,3.3542182344e+07,3.3327059288e+00,8.0288113673e+00,-1.5779748902e-22,-5.7539692144e-23
3.7479838102e-01,-3.3525705598e+05,1.8822166807e+06,0.0000000000e+00,4.1618117294e+05,-2.3365448450e+06,-0.0000000000e+00,4.2851613997e+06,3.3544203354e+07,3.3328702964e+00,8.0302512374e+00,-1.5763631840e-22,-5.7995775526e-23
3.7498237630e-01,-3.3795527457e+05,1.8816665161e+06,0.0000000000e+00,4.1953068567e+05,-2.3358618820e+06,-0.0000000000e+00,4.2850123417e+06,3.3546341919e+07,3.3330442033e+00,8.0316912008e+00,-1.5747411901e-22,-5.8451548677e-23
3.7516637158e-01,-3.4065214021e+05,1.8811088658e+06,0.0000000000e+00,4.2287851888e+05,-2.3351696265e+06,-0.0000000000e+00,4.2848551191e+06,3.3548598045e+07,3.3332276522e+00,8.0331312628e+00,-1.5731089035e-22,-5.8907011979e-23
3.7535036686e-01,-3.4334764161e+05,1.8805437313e+06,0.0000000000e+00,4.2622465855e+05,-2.3344680802e+06,-0.0000000000e+00,4.2846897316e+06,3.3550971735e+07,3.3334206462e+00,8.0345714287e+00,-1.5714663187e-22,-5.9362165805e-23
3.7553436214e-01,-3.4604176749e+05,1.8799711140e+06,0.0000000000e+00,4.2956909068e+05,-2.3337572450e+06,-0.0000000000e+00,4.2845161789e+06,3.3553462994e+07,3.3336231883e+00,8.0360117036e+00,-1.5698134304e-22,-5.9817010521e-23
3.7571835741e-01,-3.4873450656e+05,1.8793910155e+06,0.0000000000e+00,4.3291180125e+05,-2.3330371227e+06,-0.0000000000e+00,4.2843344606e+06,3.3556071827e+07,3.3338352819e+00,8.0374520930e+00,-1.5681502328e-22,-6.0271546486e-23
3.7590235269e-01,-3.5142584752e+05,1.8788034373e+06,0.0000000000e+00,4.3625277624e+05,-2.3323077152e+06,-0.0000000000e+00,4.2841445766e+06,3.3558798239e+07,3.3340569303e+00,8.0388926020e+00,-1.5664767201e-22,-6.0725774052e-23
3.7608634797e-01,-3.5411577908e+05,1.8782083807e+06,0.0000000000e+00,4.3959200161e+05,-2.3315690243e+06,-0.0000000000e+00,4.2839465263e+06,3.3561642236e+07,3.3342881371e+00,8.0403332361e+00,-1.5647928862e-22,-6.1179693563e-23
3.7627034325e-01,-3.5680428992e+05,1.8776058472e+06,0.0000000000e+00,4.4292946335e+05,-2.3308210517e+06,-0.0000000000e+00,4.2837403095e+06,3.3564603823e+07,3.3345289061e+00,8.0417740005e+00,-1.5630987249e-22,-6.1633305354e-23
